soil_quality,rainfall,fertilizer,temperature,humidity,yield
54,108,69,28.78268855044754,45.7308822781022,49.553571052343145
46,122,147,26.937239590043696,50.27331367538167,34.80492782160168
76,190,155,31.106483390257182,75.26630398237137,56.8781910526855
76,207,99,34.23856874230136,72.57132831816998,33.14912226588766
46,102,178,20.80013627147606,36.26275930163971,24.445465735939468
61,257,173,29.924342194056308,88.62641841202651,57.80891076048515
51,228,122,37.239437883639596,75.12835525021706,41.62708564991146
47,91,94,29.103331722806566,39.805995565200845,58.85504888463059
96,203,75,30.424844219015487,37.469794255797744,35.746662127324285
57,236,55,29.73583681433352,35.25281317563096,50.295731336109995
67,118,127,27.795858369668206,73.90731999953653,24.397469069382893
57,159,160,22.20239047846745,44.17719362833972,54.16316526372869
70,268,176,22.527124313650532,34.378079710993255,26.827992218045196
56,256,104,23.58178483475387,55.3096565656884,22.747162916313904
62,141,13,35.851292817953095,72.52190588402443,23.910130870126565
50,52,178,25.506646011234263,48.27338495076923,42.295023715053716
54,90,12,38.96247563550821,58.95873434507891,31.674941622495552
69,174,190,36.203403330732584,41.56049809140253,58.438172923022854
91,50,129,33.690813363973625,55.74891125227512,54.107063696482285
70,242,83,34.4078725879148,51.53653388550786,52.13230991309011
96,164,115,20.952644173567023,56.035104911250315,52.385538650467666
45,119,105,31.367787339730903,57.942695930874635,55.62709311138105
51,252,45,38.821138198434596,35.5379305025353,54.60840439825481
62,175,186,20.78220366785018,35.60210113623079,57.128302524237306
78,99,36,25.820330370270803,45.63663503129468,57.374652919268144
79,287,62,21.030229842678708,36.945501246952915,31.93285302232169
75,129,58,31.39483155732331,45.16705881884576,28.782566789464198
74,146,111,22.324012543410582,31.47263901503162,45.72392524608767
42,265,10,29.585003124487983,51.0443646451363,24.9332485970158
81,108,183,34.39898873575089,42.80461197260199,28.4458045493012
95,273,71,23.28877069870935,83.52878099267159,50.9182668940898
67,123,108,35.10728874156541,81.48945568773304,45.97341711032492
54,112,75,21.204089238997973,48.02513039602293,46.03407821153263
52,74,159,22.992489605139934,58.529106871061636,58.02553984743867
58,187,176,25.60220726364447,87.3475263247021,46.70497845491138
79,126,53,35.921981348241744,61.44578241833031,37.23228591581581
57,173,11,37.00273778246802,80.90599622207993,31.213297361877224
70,178,68,24.407596287324743,79.58248660878131,33.54221529016058
76,148,165,21.915676510509922,86.4773383258628,31.11253935934691
60,63,23,36.95907564694503,48.3420385895398,21.399522603228437
78,198,25,32.98734875044214,32.60674057482207,30.462960891309212
44,289,60,23.15710872797363,36.23722402479329,53.41480271848151
96,296,109,31.15433570301505,64.27785113471658,49.12915971109199
90,235,37,37.4474286577107,61.81667832964517,44.87352995550519
96,293,62,21.39029884103526,47.90718199044272,56.08821464621543
56,87,61,21.674424672965603,44.92279784395954,30.56500168230942
58,50,125,25.472155213251362,72.56288577677685,43.10737763151359
43,133,162,33.04524651197313,50.43017232015558,21.253056974402128
93,297,194,23.56017018941197,66.23710715596829,55.68026181845605
65,182,18,36.32734408634329,72.73761519049663,37.90947784606578
63,281,20,35.008603535899205,55.827922637988664,27.114857197249446
78,93,116,31.22009707255961,41.60437592859366,29.57266470821033
95,273,54,22.321354087406863,81.64680966322804,53.9295631331859
93,242,94,39.76439656624396,35.61185695492788,24.352246531911355
77,286,11,29.8006725912565,79.76824097542598,57.0081097611225
85,299,191,29.041462957345594,80.20077456885613,34.9385062316599
93,282,171,39.91138159334631,64.25995591312494,30.04341059449404
58,293,179,37.277365269426724,67.76856308541772,33.27434774979275
69,106,78,29.127354680629626,51.481023665064555,36.35932879285737
65,297,148,28.376059718725443,80.49505332758534,41.92452515608127
91,153,38,21.91818765133972,45.82222113368334,43.47229977158819
50,94,120,38.53023492778159,63.58656382068688,37.912771003454786
93,109,101,36.87549695438396,30.10769012760332,37.854556316050335
78,115,14,26.200049857598216,86.39058635531113,31.41199143231472
42,272,29,35.06642575137555,86.89779145260445,35.35239038973394
91,96,110,35.25458852547848,72.62500110882387,38.68553351037843
61,287,48,24.5582143445323,55.39438991139491,43.90352094250253
56,164,169,32.27310939877366,40.71666608229857,25.227995160217453
50,75,166,25.100576068244226,59.54777316242025,50.55895178489722
86,186,136,35.79772103871823,77.48462834083423,47.22284922799457
78,100,10,23.07619404965828,66.31641731064155,31.950713991343793
86,143,128,33.37811997374555,61.64979428704552,38.373757690362474
66,159,138,26.520234233035225,80.96665279960084,57.877159253171136
88,185,13,20.72364115070537,48.78803615456226,20.81909528560937
82,54,152,22.47409288421786,81.59783821447883,52.45406393855471
68,88,184,33.09798276367188,56.36720416429685,40.468988199941265
99,117,167,24.798286064439647,30.144829880459376,44.752499678168746
51,89,143,32.620707451693434,73.91652046200412,47.381302408690495
52,85,111,28.296443320025737,82.67060307871166,38.24080757284128
97,198,138,33.854269277524935,59.06165034115628,27.6743840760883
50,146,71,29.858972443709604,57.284872149306324,56.38362259789906
70,75,142,26.17094194322342,78.32690553185914,49.60763024599132
50,153,63,22.916383597152038,83.08648481736806,42.383587930825904
96,152,58,26.821965048425604,88.46520634738678,37.9382555730334
97,124,16,32.69788155853506,50.73901746723549,39.97326513423391
80,134,109,34.80947010394871,65.68132600409908,52.94152832121855
82,289,12,23.20679349679981,79.37510069227801,20.50013627443944
96,263,85,33.28544817776234,61.9111154114124,54.61339976341884
75,162,132,23.585590193030246,57.711199991560974,21.87007892549247
41,105,198,24.43638686979967,64.3159248715042,44.63652265865153
62,106,88,30.6263448056003,51.412019956038094,33.32490289934678
75,236,178,25.784046039521495,41.52456564579727,47.129451175032756
53,177,158,33.23190882472973,33.99786680459311,23.421716637198514
76,150,41,39.115532484830766,66.5988458668316,42.24930181649796
88,299,21,22.977844026747885,52.74806168891966,54.20936869972764
66,184,113,31.41021664618833,82.97718019516617,39.785514398819814
51,219,120,38.46598365346385,43.37755074614064,23.373864074049465
97,190,16,23.53057953303225,48.64269900053473,21.49513699020303
68,133,188,27.337018067697162,88.23037417361456,44.84805395240822
45,256,182,22.472336699795743,63.377472282901465,22.781223044965646
83,279,104,32.84075436627897,50.80518257095905,22.851554884324656
86,211,74,33.382858553894025,81.65365942850963,37.01758024042914
62,149,197,33.28364638871274,74.60250537211718,28.380332743581267
90,230,54,30.842540967266906,64.38857603495579,28.167835764268403
49,95,43,34.92521735595544,83.34598145432577,39.239048597826795
73,234,148,20.717545927599595,35.637691464456836,31.2320690928571
83,110,170,39.150269748906126,53.669636611794516,28.770659768463382
51,266,17,24.44192415858707,78.6330062295434,40.576579531578
71,105,54,22.431239373834867,53.1565796393797,31.635349569558585
65,78,113,38.82272085883863,85.6041916057049,23.208817412655577
46,160,87,36.60873832723166,39.15126768287069,47.30956282428249
71,141,171,35.297408385833606,50.19823837399632,43.424320821483775
72,191,54,22.094914178779632,55.54455372895879,28.48468556367722
57,245,132,36.150584273523314,71.21772517619789,43.2898559779149
74,151,189,32.18047046019565,41.72096892553103,58.22358643893883
59,120,147,34.638172220236896,30.591830122793326,58.25914202869216
70,62,52,39.56140559636785,88.59055885123357,41.27769641298108
44,194,90,23.888823542360004,83.92542593375103,23.921188641316434
71,206,20,30.087639216370604,48.01332512326549,38.32742114826327
91,130,173,35.0670389291823,59.008850392805996,21.079335346065285
86,149,155,28.673127015433966,59.335212623222205,36.60805119900596
81,132,14,21.09306165836417,82.15353333757574,56.37675340149048
58,267,40,22.228777977510422,65.82360846879928,38.69774762962441
40,165,25,32.041839450912455,79.5858613654722,42.019495225568846
46,286,18,25.70008292781513,84.71964908070295,26.32146010099264
99,174,11,22.756812946051866,63.95718790275586,20.62602608928573
97,250,46,26.79783995049165,47.128948064322344,59.735359550622995
61,51,93,24.01961864089571,59.92246835057874,33.53029103984664
89,111,196,20.478789331495488,81.05217652345105,31.17399929982062
73,69,67,23.036279771343324,65.01715046389533,42.85126612895481
90,264,92,37.661559218353446,83.74331440404964,49.81274132088873
95,259,115,20.240745650054322,83.72616055691887,30.05631191988
95,233,145,35.47700607188192,52.40157720278028,40.964953995542984
49,139,61,35.06922211743167,56.88683373576469,33.30542502141242
86,229,84,31.284753767179787,70.67482561445817,39.23862030732015
81,202,86,24.168955314167412,36.663867312779395,26.452396550929205
65,111,78,37.561184486004635,57.93343304632536,40.404731195105796
71,66,134,29.501511375878863,38.96312670858836,21.89388010932808
99,88,189,23.46412458095471,80.87737104758199,53.59989335096795
81,290,43,28.580451849784524,86.56706584605935,45.10638586498119
66,59,185,23.898344554885053,38.49293253188751,57.659617233920116
51,236,106,27.52015682259849,70.04048552375338,43.989276577817144
79,202,161,29.933755420202406,68.1925937459109,27.28664336929752
62,159,22,27.198017794041,75.60448806207972,39.362030388687735
53,77,59,33.14088548145402,71.74677917232398,46.58781707296651
73,267,100,38.71835608176877,43.02774211892379,34.96893366061116
56,253,13,26.962986952939268,47.47275925471929,42.10598721374319
45,110,73,27.114790276729714,39.913932940086355,26.507540444927965
66,107,83,34.766049412045305,85.26863994370045,51.08496633675389
47,93,176,30.611818630421695,61.309407907139075,56.381198757442164
72,290,195,28.576788792414824,88.56966912485552,32.59506312923946
74,132,25,36.27616376913005,56.95931108597054,51.733255535422344
86,200,93,37.820721343828225,63.16339027456772,23.677821070956185
56,255,199,31.811732120943674,77.35763531978849,29.868179610840563
65,174,147,23.702065455110123,77.83341958931803,38.47480265821713
96,194,118,29.325717780039557,43.868975537936,35.45628496518036
46,128,71,30.087413242962683,47.29697196778628,44.785031435709996
85,134,170,28.64414714221719,35.868410252852335,42.51939983968692
63,87,179,25.248637577307687,78.32787009451891,23.490879401675258
64,79,53,29.44643615447709,77.63169130160054,25.267776235480245
74,196,183,28.930923041953793,34.87552848951622,22.06846509444363
65,81,95,24.189870479038774,45.44595544110442,58.10426864648768
98,270,90,38.068613046721296,56.99202060577029,45.81376977938343
89,263,131,37.70681901694936,62.50673661497481,54.22337581676062
93,69,113,35.19232856901179,61.35265314381863,41.65055529708073
44,151,168,28.018931552245625,88.98451726164814,27.753527491154358
91,279,142,27.406838157842714,75.84752698835374,45.064035189837284
93,113,129,34.32930754791929,36.79126933331137,40.213557203689895
86,85,155,32.16238470006138,47.61014267646546,36.32769341823562
77,242,143,32.01196647893516,50.725634198808564,34.87221124980204
99,260,115,22.48223054989713,48.9088840470463,46.003060779362414
74,220,187,32.36567560590897,77.15673938851958,44.71046611978518
69,75,136,38.03726022246731,51.633675923342814,26.062638321556527
89,56,37,21.71632941340867,59.54560314531059,52.6488821533784
64,83,116,26.783425981415746,62.00725007056112,45.44364979910327
63,213,33,30.180285828941447,46.225420397298485,41.43233865629375
69,183,37,33.72018989662974,49.361747806818414,49.95670081106256
59,214,195,21.792698591125024,76.79985412924398,26.146654668912706
93,111,155,37.45612386577689,82.00097783438673,56.788646633071316
42,135,13,20.81091240816303,32.22480616240267,30.82348818535957
71,294,113,37.15379333614485,66.3092736225198,30.51029492244471
98,122,186,20.553035117305104,68.0061307064572,52.596102053046444
47,284,137,23.070466086547114,74.23855209285179,33.35964820623525
90,177,137,36.00647654307347,71.6308063927156,53.228328851078274
89,109,115,37.203288744075564,82.64546946979931,33.12039499609945
86,270,169,39.645316585724515,34.70833873509694,42.02751935915616
62,113,105,22.314296566873505,53.30233431178213,29.233797711484392
85,227,136,30.529022321812633,76.9253668884104,49.26081482375362
55,101,102,21.54311653079381,80.79480071566554,26.677644152572
74,194,75,23.12815251927699,45.88610629683949,55.977259443818845
64,109,67,23.489877158127264,65.11704264240852,34.86595321693946
54,126,20,21.26776502918171,40.84590092905829,38.86297926565108
90,168,120,37.85959611856674,81.05366099095498,20.960875753470866
47,258,113,22.527110360287196,73.82580894306231,59.031598643427515
73,231,74,32.58681686024647,43.32390473994828,52.52701279073412
64,299,137,32.51494129126283,67.42638916893534,37.88035629071848
88,187,26,23.972904107324243,60.559222559912314,56.810453563097056
83,174,123,39.968225224715624,45.5296038729777,57.24238543290755
58,202,89,26.947355463917724,83.58735608876455,41.32208486513079
82,67,75,38.1018874192679,38.87035786169004,29.354031658934822
89,113,127,38.965694645074905,58.04758815892096,39.484413385738115
52,290,122,38.97977628599393,64.9678970790603,32.991944283767054
85,285,141,35.05675175203446,79.41273877962337,37.91942516042389
51,128,169,25.07610010623966,39.01079474205501,56.45568123152301
54,108,80,22.41310703620516,66.55047649190759,31.273383437163083
62,204,166,31.397699543084435,30.393584633691134,53.558671787417616
92,107,70,27.20078262194021,79.35487885406587,57.41204216687431
79,110,197,36.62078023638449,44.083946948536884,52.20211150180301
41,260,67,34.89980105233503,73.25491883706263,41.09013374555507
79,167,62,25.529365923468234,66.11266735768871,42.559092484813576
62,128,14,20.340304673794577,33.00764297746245,52.78539982879812
99,286,123,24.74631517901824,40.99380096428329,21.780032538944127
98,120,70,31.342311684845328,46.06444175326314,49.43719963147342
44,220,30,21.57994944425188,83.20366127936262,41.154699527185684
73,281,195,33.1654519943323,58.84820332035723,35.88549771713795
49,293,23,33.43392569544599,84.81019308631839,50.67710722731308
66,257,105,23.38787844719758,32.846994032488446,30.649889107594994
94,137,88,31.926364681708616,30.39383242296705,55.82134910858261
81,136,191,32.139428559224676,86.8947972423195,47.53951113256152
43,188,87,29.559562927081082,73.43501440204712,44.40622358541057
43,137,50,39.06491615057748,76.99900789281918,40.92481176795396
47,182,25,22.16326360596999,84.9483368461007,28.51030634522036
45,235,60,28.132513374058398,89.07232153790974,44.67779838122179
64,88,10,37.65841544506322,35.862730074718186,48.996559214098674
66,225,49,27.726280349192187,39.497480647326356,20.467588714542373
86,271,27,28.492792180106697,41.31440693722869,34.65676590668807
89,129,43,33.365477608739056,79.10505952713203,53.298563891506156
92,69,198,33.31127099159164,51.33299479195485,45.2884317374713
93,270,109,20.458039168775308,65.59628683397614,44.61081753695234
79,130,158,29.113948522259076,81.31331472008884,29.144507404905347
59,68,138,26.670236893968188,70.98959038527019,45.283549339061224
66,237,164,32.55390494293572,33.92492363840994,51.446002691820404
46,203,188,31.11404631390543,56.7404314034894,36.07025539450047
98,256,148,33.01723254227396,34.050003096437294,27.283685813721874
62,202,129,33.07534773012008,58.73061268113355,23.090970331809118
59,192,111,25.09743722615267,43.158162923580036,40.2278266579374
88,261,124,24.929295291383696,30.078491971505812,47.35434372599826
90,271,23,27.405647900463066,78.7891075075227,26.50557043719023
73,198,101,24.83916921073388,88.16297066417158,36.85774499818635
68,224,192,33.656161556373334,87.84796090625493,42.74572836577499
83,212,164,32.05731950448918,47.95111162579943,26.23433695613471
90,221,159,24.327740132841,79.72641660377059,30.79559812437386
44,183,30,37.68209617599382,70.72661408489506,44.3365354434453
66,165,129,29.2132523014227,78.00458341796019,49.00095762474157
51,150,161,22.541064465833326,80.77428289575161,45.43973617367588
56,252,28,24.25931176183164,88.81672434307993,48.54536849401491
76,200,33,30.797011262606908,39.10377826002267,43.2601791550006
73,285,35,26.7684803291119,76.18476143905812,53.43331645535283
69,88,162,37.02443873188936,74.04921624492025,53.06943883485904
75,250,54,29.894708148043403,47.264150261311045,51.84990135417738
45,195,117,38.30589600868807,53.55525334820691,43.018324885273245
71,287,166,22.036529618767094,40.60548286046958,59.76520807752327
71,277,148,33.37186265989516,84.79639158514603,21.56448055274391
48,217,33,37.71569704705378,82.76014348795628,27.8261239961955
97,289,33,25.858609511144408,66.84210087608531,52.35509172061483
61,85,21,22.71375192630576,60.697799993082384,53.05170075686096
49,205,144,29.13289475956396,43.973301623006925,52.75011284964258
68,241,177,39.22668452655235,77.37621342179804,54.90855744237668
50,132,90,32.66923851006641,30.492294739223528,36.904317443046835
67,143,108,32.879539420604786,57.76720149432289,57.27334087746135
41,235,79,33.43002509061177,81.63307062758142,28.3668191329794
95,215,88,20.79522751187582,67.10912006596519,57.47793956180431
60,292,32,28.91299602648785,68.10737049429773,42.2671407850046
96,256,132,21.55144020883419,34.24244553716665,26.555362886233915
70,221,47,26.317176587439075,47.20228376675431,49.443084278521354
97,253,168,36.43198048673755,70.43173233577092,31.8351706121014
80,51,38,33.12539899454059,32.977038075184964,28.818303325420036
91,122,181,39.911453974706305,49.85614520913807,26.88301078773182
56,84,165,23.443088487453537,51.23667381359216,21.17621256144524
66,178,85,27.941084723708464,59.92310334205461,50.586160538534216
69,223,77,36.192804326458685,51.74251514307983,39.46017091464978
80,237,30,24.31383204786848,57.24705224783419,59.14928587867231
96,112,18,23.0744369265825,62.819840786736165,37.57086283553191
47,144,58,28.55225113987652,37.70087049219222,53.734021941463865
76,269,107,27.67452980315003,40.82852488043983,58.72378532139872
44,94,46,39.604118818067036,79.95065966134067,20.89848278497563
65,174,30,29.125030580533014,57.586076548187854,24.212755625993744
45,234,197,37.21892686205507,51.30912443078661,33.91455079127293
55,86,32,37.75931038467779,56.032890850900756,54.80464751089184
40,56,147,23.157434281888186,40.48911316871976,53.51801787054653
48,159,79,34.306096024969094,44.39083528515594,34.669400963408606
60,193,158,25.552142784228067,60.93141255399206,27.99616122964437
46,227,110,21.89477936525259,51.53558977808787,52.09283527263622
82,191,38,37.49409822203174,58.527366180312676,43.87658356248724
54,274,68,25.848660819267028,38.98228036929236,21.26401869359715
63,183,177,26.907313403816204,39.38809993938191,52.168637308817225
44,238,30,26.4797807303868,53.03658117795777,58.27843465437172
90,198,95,24.0059084590674,52.731457961723805,21.683479665973906
77,187,108,28.69006764057248,82.9999406114872,31.43494411260076
94,81,72,28.565856416048796,32.00708284432904,52.77859903391749
68,183,55,28.17503251422366,89.5713264991526,43.3859873074541
85,51,142,38.325954943131585,87.39138355359012,59.574248986418965
91,88,24,26.795032573916227,62.535057039479796,56.62012016005539
96,98,114,20.607578166883133,73.12546571730164,27.13086185303321
85,76,120,23.568740124815527,86.11527944890472,46.961130585576534
50,105,92,34.429941531469474,45.07163435121523,46.131479203011466
43,63,89,31.817172126290224,48.93783648384651,24.43429118220751
98,200,177,39.034696074823714,36.65548100388695,23.58075746580019
49,152,120,33.88870214381767,63.83076703950327,42.77776468162709
73,167,116,23.884833467974225,39.56690254023137,36.11892520735174
96,171,96,22.412884372546063,85.85223698384127,41.8178366083707
43,262,13,30.415195506289535,55.89401082635695,29.553138196372384
91,154,161,33.30525472284685,85.18120357204054,42.266521406948385
49,228,51,23.312734759370727,42.30599409804444,35.33581207216902
72,271,128,32.033860207654364,71.64218846917987,55.50150071974893
85,74,35,37.30057367859315,68.85552468321784,32.24346650648921
57,102,115,34.551378561860886,53.98054082704971,54.83338216504236
51,265,113,33.28382161763615,83.90058762635556,35.59969451014092
90,60,17,35.78662109019849,56.08812305533538,43.1266355448782
62,212,82,22.08165418107462,41.90583182787105,31.455081608389847
83,232,87,24.076629116223888,88.61912286877777,52.36355801038764
64,235,157,20.761989940515782,56.488884179913526,53.74586216039096
99,245,75,22.899558908535134,42.48437866066409,52.36201508869703
76,86,77,38.263646853390526,51.81795962888572,45.59345889949635
43,277,108,24.44289855834626,66.8105673922312,32.19136389233499
52,254,192,33.24194432691726,60.72165213668235,45.45953199072149
57,58,87,33.83134498270756,68.10702136981601,58.38046709667641
68,77,94,32.906509188391766,69.71143671110863,45.93541415130506
83,104,88,31.078420974717268,37.40286190277027,58.25572030090579
69,223,48,29.72260694893624,48.89309783841176,32.18321810968413
87,257,59,28.398416835616835,74.92205944729608,53.84004282671626
94,176,29,38.3379739323657,69.02203494920761,48.73873934542539
77,295,79,20.190287217542906,35.300900209564894,52.76816346532692
67,119,165,21.069792520538307,48.90885512987051,48.43051866888507
99,76,126,29.85024931005297,85.87932896218882,39.214514606825745
46,59,121,26.61020163608386,81.72075935300649,47.462999201153536
63,200,180,28.164604262065062,70.23857115477134,57.28359650839367
80,198,37,39.95697039117883,34.371829232185846,36.70164735321698
49,267,128,35.5026939839244,66.42331119526314,58.06981169091843
76,222,107,37.5481591197645,30.73128791037709,21.975999463702255
66,175,82,27.37149128491228,69.66758431018161,20.566907277519647
60,52,160,24.791208800123535,73.8726929403933,39.752114109034345
75,236,117,35.35980936644892,59.834617176269546,53.940518086312366
82,92,172,36.15152188514225,30.228398664061118,29.913414373214785
90,148,31,30.997968919483753,69.99660710423333,47.736954233913224
68,56,14,37.91883029294608,79.18440513233463,41.876198834932325
46,204,69,39.34650513590651,65.15204807887037,31.63180435927446
52,239,178,29.420413568626202,72.55185028390551,31.43173574888707
84,91,166,24.453333355614646,35.4192815593302,22.931048031090878
92,146,172,30.342262141026275,72.91931110057105,41.4485609229644
62,53,123,39.790664473512734,66.85157772249693,38.00563653328177
89,267,107,25.858537193661597,49.86118350185007,31.576920731920342
96,239,54,32.351986474656016,71.12003971828888,58.817294334801076
64,185,122,33.879673281398944,68.73497294456521,52.73898996192036
80,133,146,24.27857588690554,65.96761439993486,40.998033692098694
84,194,188,31.769182456443314,40.976724198985366,40.868169928937945
52,54,23,26.290140119382308,47.77330348552226,27.744467395434587
76,240,78,37.08419218173484,89.4829663059441,45.96508948548903
69,162,123,34.29507141412088,55.98655044369717,58.14541972945335
65,186,65,36.52532854957982,33.56559141329616,55.93158043043082
51,185,120,23.993647891839107,83.94031864882967,23.39084109020402
96,56,100,20.691494113711354,40.37592524549801,22.123887625832364
40,86,20,37.0105136961975,54.211189167839784,58.44980184112633
57,277,167,27.7350840083286,46.67993480765982,27.996233813744283
97,104,124,23.594448238242972,87.83252718970579,42.01656349485092
60,116,110,21.8379073053461,52.685914734587854,22.98839223771732
92,185,176,30.330016121141824,72.5230178346213,53.731902297291455
93,118,107,23.002559052238915,65.9029783159242,24.714580463463932
63,54,124,31.333840488825135,32.57851029611122,45.75028592397241
99,66,161,34.54613085025489,53.058880709980436,22.26511920717396
56,160,89,30.701163430325042,53.40131775638177,26.266875057754305
81,107,67,38.073995653769614,89.3899995242707,40.485643105733004
99,240,39,23.111392486712756,78.71572206351303,21.82741033756254
48,204,161,29.87906946500998,81.3992565672913,27.824510948875943
91,153,76,23.263809187732644,48.81127020127049,25.44689212836666
79,280,38,37.51803852893093,49.74327690680039,21.623001231540016
67,162,51,38.64478552702276,60.93634250614673,58.83987080865651
54,253,128,27.999917632856956,67.86090796370613,38.00665134050802
52,141,71,26.114965156973494,73.69760928690198,54.35743298341912
67,117,164,25.586321908584974,79.24811134717129,34.328910370150346
92,293,38,37.194546919814684,82.39213316043325,21.703678779390188
56,77,194,33.6488384925329,31.477554650042453,47.826150845222045
48,138,198,37.61186109307668,77.76575298311602,21.55016764911748
95,235,38,22.35033658967566,66.65021938758201,42.1112888720391
60,227,113,29.5205585572814,61.92508676804818,25.564480688861583
69,277,66,33.523581889301916,67.70798021150001,46.83267893012531
50,155,64,37.9418152150559,82.9162947461513,55.70815610055332
69,116,125,27.640384278259774,62.71745365845385,58.230552227338045
75,171,181,26.261801454205557,39.73128035393803,41.1110540540195
95,208,137,38.25931418371691,56.2066290117204,41.3081488596821
64,150,165,20.95066539660325,85.46757201355268,21.531161873042073
46,61,174,29.5919097971116,78.86902541443527,50.79504571515611
59,232,160,29.172531212131663,42.182736084895865,58.248336621149186
94,278,86,22.921128277816244,72.84862504637806,37.52936495282301
93,150,78,27.899002223627562,45.373603289353895,51.7476838764389
98,53,67,34.45199479966966,50.91221981941668,51.898259610117826
99,271,169,27.337368891085077,58.13504183854826,51.42803427116042
74,170,94,26.19320959219559,56.45217767164151,50.34723865595162
49,279,78,35.637909958126926,31.756789600808656,28.603869466943827
74,91,110,39.774308220548036,76.44055349880992,50.056994806524244
40,279,45,35.5870474786056,80.7831596501068,25.775815245706347
53,268,169,36.92686576318164,61.85659438075975,48.50012145698244
84,231,196,38.790014996250264,40.37706497210632,20.141551512865398
44,71,137,36.03544932152063,44.87628152912065,56.753001526716524
79,50,197,39.60708579633416,37.58005264554886,53.09555247174368
83,97,96,34.94568509514123,40.1703752599832,47.31853842916099
77,92,83,33.23045102334484,82.58384362677533,23.778711162790188
95,151,102,33.86697098499249,58.80976745459975,52.99954206237266
94,197,164,38.001636535499685,36.66080807104413,55.00695257576258
73,67,108,33.66016301723597,45.28471571932122,47.519512140939376
63,247,33,35.224103418953476,86.97008497380577,59.03546536427091
43,226,96,24.320198673941206,60.555941408356446,23.715174738291548
66,125,76,38.2529922586962,60.93805777924009,48.34598327707502
44,194,173,28.944264843584214,61.5386918280941,40.99184138603687
82,230,151,23.221346618256096,36.697008862085816,25.824245152430727
52,199,77,35.99574382854922,88.21881951963888,46.336564531073066
79,131,181,27.127860352659482,35.06914484089287,51.981129005070436
60,59,185,23.682382859232426,72.0023052652418,26.589929645647466
76,73,115,25.1250231834119,33.46588913744928,51.739628421767065
71,261,128,20.698979607809406,56.615506225111545,23.718824906788218
77,189,41,21.8124596578677,83.98069638037063,43.65600444162615
70,53,129,31.852494707722503,76.10667254310084,51.9388043775153
71,219,154,37.32435656188912,50.080561297992226,25.83827336571966
54,175,194,28.970608267976523,63.080865956789964,42.86076378858151
94,182,176,32.52116284599445,39.91647933709415,36.995128557303005
96,203,169,36.19466202458568,87.36721436547828,44.291015487184566
87,277,139,27.135378209161388,72.52064062491982,36.96886801639859
69,236,87,33.08628140702669,52.457625658599994,30.036474756884182
82,239,179,27.008648515819083,49.076075709256685,30.15243596105499
46,129,47,32.854307095441385,44.31832497331683,54.58800748122891
77,54,64,24.35215440278496,77.19117295521626,26.258172718124897
70,203,192,39.5567930854084,56.07685502468466,24.92457004853312
83,132,43,21.52355537113087,49.81303326266548,23.883165748218484
65,297,55,30.104656990451154,84.31330482241304,22.966190653891488
75,55,180,25.72592826104154,39.01307685428763,20.57968756447272
85,201,139,32.01675669632169,45.830129643836855,26.41623343859155
82,272,173,28.56613959821822,50.68594274879101,27.70909739613402
65,272,79,26.13331175219854,45.59108913290536,30.788962410450942
83,230,45,25.00075276565871,65.1241824732663,24.961579205503167
41,56,159,23.649972283952295,66.06186669017583,23.766234156811596
82,59,78,35.65758632377525,33.284938349016976,41.65906902800623
84,216,175,24.44399874187292,38.67174384388946,48.74745770859623
82,263,114,35.47052392751831,41.91172538276069,45.207487094662866
48,127,63,29.700772183086894,34.21968411090121,42.2682547584479
97,205,159,21.444560427123964,37.485719357958786,37.62255088579987
98,91,121,23.30885355307472,44.37908333913735,45.35920992423172
92,111,116,37.85809288244397,50.73723644326614,56.074670829119874
87,174,168,32.05631644010259,77.47854072375401,45.096736859227505
44,229,62,23.686663574433688,43.07430473335949,22.43444327978835
66,71,126,34.07529830401602,70.2015498866009,42.81675553252893
51,106,115,36.465234888569796,33.47286117508346,40.96857832286496
74,145,102,26.613062951169496,69.49445557822445,38.0809299006272
68,188,68,31.131904256214252,77.68315233931247,42.75181240012616
55,191,106,25.86899940566274,66.2884769306778,46.90470651221736
58,80,95,21.601234354411723,42.08353742249301,21.4904037239114
88,285,186,27.99018155473872,49.82448083174437,39.20803575970005
99,53,36,35.02864038229772,78.31088093167571,52.6891213241275
82,158,81,29.17360557776554,55.91831354947537,41.23108812331001
92,199,131,28.105380160403147,45.31407887570236,22.714311580708674
90,167,194,27.320143776788424,85.96149219453234,51.00279964384382
66,142,143,29.178336453390994,68.24129139663543,57.653262295841884
57,148,183,26.36457904265331,78.34288263289318,54.0737583199731
98,241,34,32.24368389823749,31.470113094378267,34.502751982563375
80,126,107,21.2713195904939,50.36019498978599,41.392953547418
52,261,146,36.14776346894628,57.53381414297982,43.65248625454922
69,132,73,23.463338943066752,65.24529324814577,48.63194345314696
65,256,168,32.66889456577489,41.398313188207865,46.64275166827364
45,164,156,28.997650461044813,59.877213163151026,27.962858662730767
42,267,122,35.46987093757614,71.13752206138125,53.72153559056884
62,261,74,36.522799736421135,50.75256340152145,53.967295729115165
51,110,107,24.084007443713343,71.48653218228354,36.17406294313852
80,149,154,33.543582948755116,53.37924242231044,25.236587968371712
80,183,43,23.798150135350124,58.16780414230647,44.3426698503463
54,128,173,22.479965216697693,38.057574034336,34.290397117480424
40,245,150,38.60592202942502,69.07647396370825,49.65562514857814
89,55,68,23.28778140882686,43.45654128140232,32.62628420436329
